697	CLO_0001008	CL_0000817	UBERON_0002371	BTO_0001969	CL
Astrocyte - cerebellum donor3	-	CL_0002603	UBERON_0002037	-	CT
Astrocyte - cerebral cortex donor1	-	CL_0002605	UBERON_0000956	-	CT
Astrocyte - cerebral cortex donor2	-	CL_0002605	UBERON_0000956	-	CT
Astrocyte - cerebral cortex donor3	-	CL_0002605	UBERON_0000956	-	CT
Astrocyte_cerebrum_0	-	CL_0000127	UBERON_0000955	-	CT
astrocyte_of_the_cerebellum	-	CL_0002603	UBERON_0002037	-	CT
astrocyte_of_the_spinal_cord	-	CL_0002606	UBERON_0002240	-	CT
Astrocyte_Oligo	-	CL_0000125	UBERON_0000955	-	CT
Astrocyte_Oligo_1	-	CL_0000125	UBERON_0000955	-	CT
Astrocytes	-	CL_0000127	UBERON_0001017	BTO_0000099	CT
astrocytes	-	CL_0000127	UBERON_0001017	BTO_0000099	CT
astrocytoma cell line:TM-31	CLO_0050635	CL_0000057	UBERON_0000955	-	CL
AT1_A	-	CL_0002062	UBERON_0002299	BTO_0000780	CT
AT1_B	-	CL_0002062	UBERON_0002299	BTO_0000780	CT
AT1_C	-	CL_0002062	UBERON_0002299	BTO_0000780	CT
AT1_D	-	CL_0002062	UBERON_0002299	BTO_0000780	CT
AT1_E	-	CL_0002062	UBERON_0002299	BTO_0000780	CT
AT1_F	-	CL_0002062	UBERON_0002299	BTO_0000780	CT
AT1_G	-	CL_0002062	UBERON_0002299	BTO_0000780	CT
AT1_H	-	CL_0002062	UBERON_0002299	BTO_0000780	CT
AT1_I	-	CL_0002062	UBERON_0002299	BTO_0000780	CT
AT1_J	-	CL_0002062	UBERON_0002299	BTO_0000780	CT
AT2_A	-	CL_0002063	UBERON_0002299	BTO_0000538	CT
AT2_B	-	CL_0002063	UBERON_0002299	BTO_0000538	CT
AT2_C	-	CL_0002063	UBERON_0002299	BTO_0000538	CT
AT2_D	-	CL_0002063	UBERON_0002299	BTO_0000538	CT
AT2_E	-	CL_0002063	UBERON_0002299	BTO_0000538	CT
AT2_F	-	CL_0002063	UBERON_0002299	BTO_0000538	CT
AT2_G	-	CL_0002063	UBERON_0002299	BTO_0000538	CT
AT2_H	-	CL_0002063	UBERON_0002299	BTO_0000538	CT
AT2_I	-	CL_0002063	UBERON_0002299	BTO_0000538	CT
AT2_J	-	CL_0002063	UBERON_0002299	BTO_0000538	CT
ATN-1	CLO_0050985	CL_0000084	UBERON_0000178	-	CL
AtT-20	-	-	-	-	-
AZ521	CLO_0050792	CL_0002254	UBERON_0002114	-	CL
AzH-G2/M	-	-	UBERON_0000922	-	CL
AzL-S_phase	-	-	UBERON_0000922	-	CL
B	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B (PB)	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B Cell	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
b cell line:RPMI1788	CLO_0051022	CL_0000236	UBERON_0000178	BTO_0005255	CL
B lymphoblastoid Cell	-	CL_0017006	UBERON_0000178	BTO_0002878	CT
B lymphoblastoid cell line: GM12878 ENCODE biol_rep1	CLO_0022851	CL_0000236	UBERON_0000178	BTO_0006353	CL
B lymphoblastoid cell line: GM12878 ENCODE biol_rep2	CLO_0022851	CL_0000236	UBERON_0000178	BTO_0006353	CL
B lymphoblastoid cell line: GM12878 ENCODE biol_rep3	CLO_0022851	CL_0000236	UBERON_0000178	BTO_0006353	CL
B_A	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B_B	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B_BCC	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B_C	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B_cell	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B_cell_A	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B_cell_B	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B_cell_blood	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B_cell_C	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B_cell_D	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B_cell_F	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B_D	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B_F	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B_PB	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
BA10	-	CL_0002319	UBERON_0000955	-	A
BA10_brodmann_area_10	-	CL_0002319	UBERON_0000955	-	A
BA40	-	CL_0002319	UBERON_0013573	-	A
BA40_brodmann_area_40	-	CL_0002319	UBERON_0013573	-	A
BAE	-	-	UBERON_0000178	-	-
BAE_lung_0	-	-	UBERON_0002299	-	-
BAE_lung_4	-	-	UBERON_0002299	-	-
BAE_lung_5	-	-	UBERON_0002299	-	-
BALB.c3T3	-	-	-	-	-
BALL-1	CLO_0037300	CL_0000236	UBERON_0000178	BTO_0001148	CL
basal cell carcinoma cell line:TE 354.T	CLO_0009299	CL_0002187	UBERON_0001003	-	CL
Basal_cells_D	-	CL_0000646	UBERON_0002048	BTO_0000939	CT
Basophil	-	CL_0000767	UBERON_0000178	BTO_0000129	CT
Basophils donor3	-	CL_0000767	UBERON_0000178	BTO_0000129	CT
BC-1	CLO_0001887	CL_0000542	UBERON_0000178	BTO_0002720	CL
BC3	CLO_0001891	CL_0000236	UBERON_0000178	BTO_0002722	CL
BC-3	CLO_0001891	CL_0000236	UBERON_0000178	BTO_0002722	CL
BC3_NUT	CLO_0001891	CL_0000236	UBERON_0000178	BTO_0002722	CL
BC3_TPA_24H	CLO_0001891	CL_0000236	UBERON_0000178	BTO_0002722	CL
BC3_TPA_4H	CLO_0001891	CL_0000236	UBERON_0000178	BTO_0002722	CL
BCBL-1	-	CL_0000236	UBERON_0000178	BTO_0002727	CL
BCBL-1_B-cell_lymphoma	-	CL_0000236	UBERON_0000178	BTO_0002727	CL
B-cell	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
B-Cell Lymphoma Cell Lines	-	CL_0000236	UBERON_0000178	BTO_0001518	CT
B-cells	-	CL_0000236	UBERON_0000178	BTO_0000776	CT
BCP-ALL	-	CL_0000817	UBERON_0002371	-	CT
BCPAP	CLO_0001906	CL_0002257	UBERON_0002046	BTO_0004736	CL
B-CPAP	CLO_0001906	CL_0002257	UBERON_0002046	BTO_0004736	CL
BCPAP_Poorly_differentiated_thyroid_gland_carcinoma	CLO_0001906	CL_0002257	UBERON_0002046	BTO_0004736	CL
BCR-ABL1	-	-	-	-	-
BDMC	-	-	-	-	-
BE(2)-M17	-	-	UBERON_0001016	-	CL
BE_2_-C	-	CL_0000031	UBERON_0000955	BTO_0004782	CL
BE2	CLO_0001922	CL_0000031	UBERON_0001016	-	CL
BE2C	-	CL_0000031	UBERON_0000955	BTO_0004782	CL
be2c	-	CL_0000031	UBERON_0000955	BTO_0004782	CL
Be2-C	-	CL_0000031	UBERON_0000955	BTO_0004782	CL
BE2C_1	-	CL_0000031	UBERON_0000955	BTO_0004782	CL
BE2C_2	-	CL_0000031	UBERON_0000955	BTO_0004782	CL
BE2C_3	-	CL_0000031	UBERON_0000955	BTO_0004782	CL
BE2C_DMSO	-	CL_0000031	UBERON_0000955	BTO_0004782	CL
BE2C_SHCTR	-	CL_0000031	UBERON_0000955	BTO_0004782	CL
BE2C_SHWDR5	-	CL_0000031	UBERON_0000955	BTO_0004782	CL
BEAS-2B	-	CL_0002328	UBERON_0002185	-	CL
BEAS-2B_bronchial_epithelium	-	CL_0002328	UBERON_0002185	-	CL
BEL-7402_Human_papillomavirus-related_endocervical_adenocarcinoma	-	CL_0002535	UBERON_0000002	BTO_0004050	CL
BeWo	CLO_0001935	CL_0000163	UBERON_0001987	BTO_0000798	CL
BG01V	CLO_0003716	CL_0002322	UBERON_0000922	-	CL
BG03	-	CL_0002322	UBERON_0000922	-	CL
BGO3	-	CL_0002322	UBERON_0000922	-	CL
bgo3	-	CL_0002322	UBERON_0000922	-	CL
BGO3_DIFF_0H	-	CL_0002322	UBERON_0000922	-	CL
BGO3_DIFF_2H	-	CL_0002322	UBERON_0000922	-	CL
BGO3_DIFF_48H	-	CL_0002322	UBERON_0000922	-	CL
BGO3_embryonic_stem_cells	-	CL_0002322	UBERON_0000922	-	CL
BHK-21	-	-	-	-	-
BH-LCLs	-	CL_0000542	UBERON_0000178	-	CT
BI_Adipose_Nuclei	-	CL_0000136	UBERON_0001013	-	CT
BI_Brain_Angular_Gyrus	-	CL_0002319	UBERON_0002686	-	A
BI_Brain_Anterior_Caudate	-	CL_0002319	UBERON_0001873	BTO_0000211	A
BI_Brain_Cingulate_Gyrus	-	CL_0002319	UBERON_0002967	BTO_0003976	A
BI_Brain_Hippocampus_Middle	-	CL_0002319	UBERON_0002421	BTO_0000601	A
BI_Brain_Hippocampus_Middle_150	-	CL_0002319	UBERON_0002421	BTO_0000601	A
BI_Brain_Inferior_Temporal_Lobe	-	CL_0002319	UBERON_0002751	BTO_0006175	A
BI_Brain_Mid_Frontal_Lobe	-	CL_0002319	UBERON_0002702	BTO_0004834	A
BI_CD34_Primary_RO01480	-	CL_0000037	UBERON_0002371	BTO_0000725	CT
BI_CD34_Primary_RO01536	-	CL_0000037	UBERON_0002371	BTO_0000725	CT
BI_CD34_Primary_RO01549	-	CL_0000037	UBERON_0002371	BTO_0000725	CT
BI_CD4_Memory_Primary_7pool	-	CL_0000897	UBERON_0002405	-	CT
BI_CD4_Memory_Primary_8pool	-	CL_0000897	UBERON_0002405	-	CT
BI_CD4_Naive_Primary_7pool	-	CL_0000895	UBERON_0002370	-	CT
BI_CD4_Naive_Primary_8pool	-	CL_0000895	UBERON_0002370	-	CT
BI_CD4p_CD225int_CD127p_Tmem	-	CL_0000813	UBERON_0002405	-	CT
BI_CD4p_CD25-_CD45RAp_Naive	-	CL_0000898	UBERON_0002370	-	CT
BI_CD4p_CD25-_CD45ROp_Memory	-	CL_0001204	UBERON_0002405	-	CT
BI_CD4p_CD25-_Il17-_PMAstim_Th	-	CL_0000492	UBERON_0002405	BTO_0001678	CT
BI_CD4p_CD25-_Il17p_PMAstim_Th17	-	CL_0000899	UBERON_0002405	BTO_0005655	CT
BI_CD8_Memory_7pool	-	CL_0000909	UBERON_0002405	-	CT
BI_CD8_Naive_7pool	-	CL_0000900	UBERON_0002370	-	CT
BI_CD8_Naive_8pool	-	CL_0000900	UBERON_0002370	-	CT
BI_Duodenum_Smooth_Muscle	-	CL_1000276	UBERON_0012488	-	A
BI_Skeletal_Muscle	-	CL_0000188	UBERON_0005090	BTO_0001103	A
BI_Stomach_Smooth_Muscle	-	CL_0000192	UBERON_0004222	BTO_0001818	A
BICR	-	-	-	-	-
BicR_prostate_cancer	-	CL_0002231	UBERON_0002367	-	-
BICR-31	CLO_0009943	CL_0000076	UBERON_0001723	-	CL
BICR31_Tongue_squamous_cell_carcinoma_cell	CLO_0009943	CL_0000076	UBERON_0001723	-	CL
bile duct carcinoma cell line:HuCCT1	CLO_0050009	CL_0000068	UBERON_0002394	BTO_0003911	CL
bile duct carcinoma cell line:TFK-1	CLO_0009330	CL_0000068	UBERON_0002394	-	CL
BIN-67	-	-	UBERON_0000992	-	CL
BIN-67_Control	-	-	UBERON_0000992	-	CL
BIN-67_SMARCA4	-	-	UBERON_0000992	-	CL
BIN-67_SMARCA4.T910M	-	-	UBERON_0000992	-	CL
Biphenotypic B Myelomonocytic Leukemia	-	CL_0000945	UBERON_0000178	-	CT
biphenotypic B myelomonocytic leukemia cell line:MV-4-11	CLO_0007906	CL_0000235	UBERON_0000178	-	CL
bipolar neuron	-	CL_0000103	UBERON_0001016	-	CT
Bipolar Spindle Neuron	-	CL_0000103	UBERON_0001016	-	CT
bipolar_neuron	-	CL_0000103	UBERON_0001016	-	CT
bipolar_spindle_neuron	-	CL_0000103	UBERON_0001016	-	CT
bipolar-neuron	-	CL_0000103	UBERON_0001016	-	CT
BJ	CLO_0001980	CL_1001608	UBERON_0001332	BTO_0003807	CL
bj	CLO_0001980	CL_1001608	UBERON_0001332	BTO_0003807	CL
BJ/ET	CLO_0001980	CL_1001608	UBERON_0001332	BTO_0003807	CL
BJ_fibroblasts	CLO_0001980	CL_1001608	UBERON_0001332	BTO_0003807	CL
BJ1-hTERT	CLO_0001981	CL_1001608	UBERON_0001332	-	CL
BJ5ta	CLO_0001981	CL_1001608	UBERON_0001332	-	CL
BJAB	-	CL_0000236	UBERON_0000178	BTO_0001931	CL
BJAB_Burkitt_lymphoma	-	CL_0000236	UBERON_0000178	BTO_0001931	CL
BJAB_Burkitt_lymphoma_BIRA	-	CL_0000236	UBERON_0000178	BTO_0001931	CL
BJAB_Burkitt_lymphoma_BIRA_T223A	-	CL_0000236	UBERON_0000178	BTO_0001931	CL
BJEL	-	CL_1001608	UBERON_0001332	-	CL
BL41	-	CL_0000236	UBERON_0000178	BTO_0003854	CL
BL41Burkitt_lymphoma	-	CL_0000236	UBERON_0000178	BTO_0003854	CL
Bladder	-	CL_1001319	UBERON_0001255	BTO_0000123	A
bladder adult pool1	-	CL_1001319	UBERON_0001255	BTO_0000123	A
Bladder tumor Basal1	-	CL_1001319	UBERON_0001255	-	CT
Bladder tumor Luminal2	-	CL_1001319	UBERON_0001255	-	CT
BLCA	-	CL_1001428	UBERON_0004645	-	CT
BLM	-	CL_2000000	UBERON_0001003	BTO_0002803	CL
Blood	-	CL_0000988	UBERON_0000178	BTO_0000089	A
blood	-	CL_0000988	UBERON_0000178	BTO_0000089	A
blood adult pool1	-	CL_0000988	UBERON_0000178	BTO_0000089	A
blood vessels	-	CL_0000115	UBERON_0001981	BTO_0001102	A
BLUE1	-	CL_0000236	UBERON_0000178	-	CL
Blue1_sporadic_Burkitt_lymphoma	-	CL_0000236	UBERON_0000178	-	CL
BM_pDC-CD34	-	CL_0000037	UBERON_0002371	BTO_0000725	CT
BM_Rep1-CD34	-	CL_0000037	UBERON_0002371	BTO_0000725	CT
BMP4_Mesendoderm_Cells	-	CL_0002321	UBERON_0000922	BTO_0003953	CT
BMP4_Trophoblast_Cells	-	CL_0000351	UBERON_0000088	-	CT
body_of_pancreas	-	CL_0000083	UBERON_0001150	-	A
body-of-pancreas	-	CL_0000083	UBERON_0001150	-	A
BOEC	-	CL_0000115	UBERON_0004638	-	CT
BOFS hiPSC cl1	-	CL_0002248	-	-	CL
bonchial	-	CL_0002328	UBERON_0002185	BTO_0002022	A
BONE	-	CL_0001035	UBERON_0002481	BTO_0000140	A
Bone marrow aspirate	-	CL_0002092	UBERON_0002371	-	CT
Bone Marrow Derived Cultured Mesenchymal Stem Cells	-	CL_0002540	UBERON_0002371	-	CT
Bone marrow derived hMSC_d0	-	CL_0002540	UBERON_0002371	-	CT
Bone marrow derived hMSC_d10	-	CL_0002540	UBERON_0002371	-	CT
Bone marrow derived MSCs	-	CL_0002540	UBERON_0002371	-	CT
bone marrow stromal cell line:StromaNKtert	CLO_0051546	CL_0010001	UBERON_0002371	-	CL
Bone_marrow_derived_macrophage	-	CL_0000235	UBERON_0002371	BTO_0000801	CT
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	-	CL_0002540	UBERON_0002371	-	CT
BowelSmall	-	CL_0002254	UBERON_0002108	BTO_0000651	A
BPE	-	CL_0002327	UBERON_0000310	-	CL
BPE_mammary_epithelial_cells	-	CL_0002327	UBERON_0000310	-	CL
BPLER	-	CL_0002327	UBERON_0000310	BTO_0006527	CL
BPLER_mammary_epithelial_cells	-	CL_0002327	UBERON_0000310	BTO_0006527	CL
brain	-	CL_0002319	UBERON_0000955	BTO_0000142	A
Brain	-	CL_0002319	UBERON_0000955	BTO_0000142	A
brain adult donor1	-	CL_0002319	UBERON_0000955	BTO_0000142	A
brain adult pool1	-	CL_0002319	UBERON_0000955	BTO_0000142	A
Brain Angular Gyrus	-	CL_0002319	UBERON_0002686	-	A
Brain angular gyrus	-	CL_0002319	UBERON_0002686	-	A
Brain Anterior Caudate	-	CL_0002319	UBERON_0001873	BTO_0000211	A
Brain anterior caudate	-	CL_0002319	UBERON_0001873	BTO_0000211	A
Brain Cingulate Gyrus	-	CL_0002319	UBERON_0002967	BTO_0003976	A
Brain cingulate gyrus	-	CL_0002319	UBERON_0002967	BTO_0003976	A
Brain dorsolateral prefrontal cortex	-	CL_0002319	UBERON_0009834	-	A
brain fetal pool1	-	CL_0002319	UBERON_0000955	BTO_0000142	A
Brain germinal matrix	-	CL_0002319	UBERON_0000955	-	A
Brain Germinal Matrix	-	CL_0002319	UBERON_0000955	-	A
Brain Hippocampus Middle	-	CL_0002319	UBERON_0002421	BTO_0000601	A
Brain hippocampus middle	-	CL_0002319	UBERON_0002421	BTO_0000601	A
Brain Hippocampus Middle 150	-	CL_0002319	UBERON_0002421	BTO_0000601	A
Brain Inferior Temporal Lobe	-	CL_0002319	UBERON_0002751	BTO_0006175	A
Brain inferior temporal lobe	-	CL_0002319	UBERON_0002751	BTO_0006175	A
Brain Mid Frontal Lobe	-	CL_0002319	UBERON_0002702	BTO_0004834	A
Brain substantia nigra	-	CL_0002614	UBERON_0002038	BTO_0000143	A
Brain Substantia Nigra	-	CL_0002614	UBERON_0002038	BTO_0000143	A
brain_1	-	CL_0002319	UBERON_0000955	BTO_0000142	A
Brain_Amygdala	-	CL_0002319	UBERON_0001876	BTO_0001042	A
Brain_Angular_Gyrus	-	CL_0002319	UBERON_0002686	-	A
Brain_Anterior_Caudate	-	CL_0002319	UBERON_0001873	BTO_0000211	A
Brain_Anterior_cingulate_cortex_BA24	-	CL_0002319	UBERON_0009835	BTO_0004249	A
Brain_Caudate_basal_ganglia	-	CL_0002319	UBERON_0002420	-	A
Brain_Cerebellar_Hemisphere	-	CL_0002319	UBERON_0002245	-	A
Brain_Cingulate_Gyrus	-	CL_0002319	UBERON_0002967	BTO_0003976	A
Brain_Cortex	-	CL_0002319	UBERON_0000956	BTO_0000233	A
Brain_Dorsolateral_Prefrontal_Cortex	-	CL_0002319	UBERON_0009834	-	A
Brain_Frontal_Cortex_BA9	-	CL_0002319	UBERON_0001870	-	A
Brain_Germinal_Matrix	-	CL_0002319	UBERON_0000955	-	A
Brain_Hippocampus	-	CL_0002319	UBERON_0000955	BTO_0000601	A
Brain_Hippocampus_Middle	-	CL_0002319	UBERON_0002421	BTO_0000601	A
Brain_Hypothalamus	-	CL_2000030	UBERON_0001898	BTO_0000614	A
Brain_Inferior_Temporal_Lobe	-	CL_0002319	UBERON_0002751	BTO_0006175	A
brain_microvascular_endothelial_cell	-	CL_2000044	UBERON_0008339	BTO_0003636	CT
Brain_Mid_Frontal_Lobe	-	CL_0002319	UBERON_0002702	BTO_0004834	A
Brain_Nucleus_accumbens_basal_ganglia	-	CL_0002319	UBERON_0002420	-	A
Brain_Putamen_basal_ganglia	-	CL_0002319	UBERON_0002420	-	A
Brain_Spinal_cord_cervical_c-1	-	CL_0002319	UBERON_0002726	-	A
Brain_Substantia_Nigra	-	CL_0002614	UBERON_0002038	BTO_0000143	A
Brain_Substantia_nigra	-	CL_0002614	UBERON_0002038	BTO_0000143	A
brain-prefrontal-cortex	-	CL_0002319	UBERON_0000451	BTO_0002807	A
branchial arch	-	CL_0002319	UBERON_0000922	BTO_0001785	A
BRCA	-	CL_0002327	UBERON_0000310	BTO_0000150	CT
Bre-80	-	CL_0002327	UBERON_0000310	BTO_0006015	CL
Breast	-	CL_0002327	UBERON_0000310	BTO_0000149	A
breast	-	CL_0002327	UBERON_0000310	BTO_0000149	A
breast adult donor1	-	CL_0002327	UBERON_0000310	BTO_0000149	A
Breast Cancer Cell	-	CL_0002327	UBERON_0000310	BTO_0000150	CT
breast cancer FA	-	CL_0002327	UBERON_0000310	-	CT
breast cancer_DSG	-	CL_0002327	UBERON_0000310	-	CT
breast carcinoma cell line:MCF7	CLO_0007606	CL_0002327	UBERON_0000310	BTO_0000093	CL
breast carcinoma cell line:MDA-MB-453	CLO_0007640	CL_0002327	UBERON_0000310	BTO_0001908	CL
Breast myoepithelial	-	CL_0002324	UBERON_0000310	BTO_0002311	CT
Breast Myoepithelial Primary Cells	-	CL_0002324	UBERON_0000310	BTO_0002311	CT
Breast variant Human Mammary Epithelial Cells (vHMEC)	-	CL_0002327	UBERON_0000310	BTO_0004300	CT
Breast vHMEC mammary epithelial	-	CL_0002327	UBERON_0000310	BTO_0004300	CT
breast_epithelial_cells	-	CL_0002327	UBERON_0000310	BTO_0001211	CT
breast_epithelium	-	CL_0002327	UBERON_0008367	BTO_0001428	A
breast_glyc	-	-	UBERON_0000310	BTO_0000150	CT
Breast_Mammary_Tissue	-	CL_0002327	UBERON_0000310	BTO_0000817	A
breast_mrnahist	-	-	UBERON_0000310	BTO_0000150	CT
Breast_Myoepithelial_Cells	-	CL_0002324	UBERON_0000310	BTO_0002311	CT
breast_tumor	-	-	UBERON_0000310	BTO_0000150	CT
breast_tumor_BADOUTCOME	-	-	UBERON_0000310	BTO_0000150	CT
breast_tumor_GOODOUTCOME	-	-	UBERON_0000310	BTO_0000150	CT
breast_tumor_xenograft	-	-	UBERON_0000310	BTO_0000150	CT
breast_tumour_metastasis	-	-	UBERON_0000310	BTO_0000150	CT
Breast_vHMEC	-	CL_0002327	UBERON_0000310	BTO_0004300	CT
breast-cancer	-	CL_0002327	UBERON_0000310	BTO_0000150	CT
breast-epithelium	-	CL_0002327	UBERON_0008367	BTO_0001428	A
breast-organoid	-	CL_0002327	UBERON_0000310	-	A
Bronchia_epithelial	-	CL_0002328	UBERON_0002185	BTO_0002922	CT
Bronchial Epithelial Cell donor4	-	CL_0002328	UBERON_0002185	BTO_0002922	CT
Bronchial Epithelial Cell donor5	-	CL_0002328	UBERON_0002185	BTO_0002922	CT
Bronchial Epithelial Cell donor6	-	CL_0002328	UBERON_0002185	BTO_0002922	CT
bronchial squamous cell carcinoma cell line:KNS-62	-	CL_0000076	UBERON_0002185	-	CL
bronchial_epithelial_cells	-	CL_0002328	UBERON_0002185	BTO_0002922	CT
bronchioalveolar carcinoma cell line:NCI-H358	CLO_0008085	CL_0000082	UBERON_0002048	BTO_0002835	CL
bronchogenic carcinoma cell line:ChaGo-K-1	CLO_0002413	CL_0002328	UBERON_0002185	BTO_0003108	CL
BT_549	CLO_0002044	CL_0002327	UBERON_0000310	BTO_0002548	CL
BT16	-	CL_0008019	UBERON_0001017	-	CL
BT-16	-	CL_0008019	UBERON_0001017	-	CL
BT16_NoDox	-	CL_0008019	UBERON_0001017	-	CL
BT168_glioblastoma_stem_cells	-	CL_0000034	UBERON_0001017	-	CL
BT20	-	CL_0002327	UBERON_0000310	BTO_0001466	CL
BT-20	-	CL_0002327	UBERON_0000310	BTO_0001466	CL
BT-20_breast_invasive_ductal_carcinoma	-	CL_0002327	UBERON_0000310	BTO_0001466	CL
BT245	-	CL_0000031	UBERON_0001016	BTO_0005952	CL
BT474	CLO_0002042	CL_0002327	UBERON_0000310	BTO_0001932	CL
BT-474	CLO_0002042	CL_0002327	UBERON_0000310	BTO_0001932	CL
BT-474_breast_invasive_ductal_carcinoma	CLO_0002042	CL_0002327	UBERON_0000310	BTO_0001932	CL
BT-474_breast_invasive_ductal_carcinoma_AICAR	CLO_0002042	CL_0002327	UBERON_0000310	BTO_0001932	CL
BT-474_breast_invasive_ductal_carcinoma_EGF	CLO_0002042	CL_0002327	UBERON_0000310	BTO_0001932	CL
BT-474_breast_invasive_ductal_carcinoma_HRG	CLO_0002042	CL_0002327	UBERON_0000310	BTO_0001932	CL
BT549	CLO_0002044	CL_0002327	UBERON_0000310	BTO_0002548	CL
BT-549	CLO_0002044	CL_0002327	UBERON_0000310	BTO_0002548	CL
BT-549_breast_invasive_ductal_carcinoma	CLO_0002044	CL_0002327	UBERON_0000310	BTO_0002548	CL
BT-549_breast_invasive_ductal_carcinoma_TNF	CLO_0002044	CL_0002327	UBERON_0000310	BTO_0002548	CL
BTIC	-	CL_0000125	UBERON_0000955	-	CL
Burkitt's lymphoma cell line:DAUDI	CLO_0002708	CL_0000236	UBERON_0000178	BTO_0001561	CL
Burkitt's lymphoma cell line:RAJI	CLO_0008734	CL_0000236	UBERON_0000178	BTO_0001154	CL
BxPC-3	CLO_0002065	CL_0000083	UBERON_0001264	BTO_0001861	CL
BxPC3 WT	CLO_0002065	CL_0000083	UBERON_0001264	BTO_0001861	CL
BxPC3_sgNEG	CLO_0002065	CL_0000083	UBERON_0001264	BTO_0001861	CL
BxPC3_sgTP63	CLO_0002065	CL_0000083	UBERON_0001264	BTO_0001861	CL
BxPC3-untreated	CLO_0002065	CL_0000083	UBERON_0001264	BTO_0001861	CL
C28	-	CL_0011108	UBERON_0013485	-	CL
C29	-	CL_0011108	UBERON_0013485	-	CL
C2C12	-	-	-	-	-
C-33A	CLO_0002115	CL_1001575	UBERON_0000002	BTO_0001968	CL
C37	-	CL_0011108	UBERON_0013485	-	CL
c42	-	-	-	-	-
C4-2	CLO_0037116	CL_0002231	UBERON_0002367	BTO_0005672	CL
C4-2B	CLO_0037116	CL_0002231	UBERON_0002367	BTO_0004959	CL
C4-2B_SR2211_24h	CLO_0037116	CL_0002231	UBERON_0002367	BTO_0004959	CL
C4-2B_vehicle_24h	CLO_0037116	CL_0002231	UBERON_0002367	BTO_0004959	CL
c42-shpsa	-	-	-	-	-
C49R	-	CL_0002327	UBERON_0000310	-	CL
C666-1	-	-	UBERON_0001728	BTO_0004805	CL
Ca Ski	CLO_0002165	CL_1001575	UBERON_0000002	BTO_0003109	CL
CA46	CLO_0002168	CL_0000236	UBERON_0000178	BTO_0000789	CL
CA-46_Burkitt_lymphoma	CLO_0002168	CL_0000236	UBERON_0000178	BTO_0000789	CL
Ca9-22	CLO_0051380	CL_1001576	UBERON_0000165	BTO_0005204	CL
Caco-2	CLO_0002172	CL_0011108	UBERON_0001155	BTO_0000195	CL
CACO-2	CLO_0002172	CL_0011108	UBERON_0001155	BTO_0000195	CL
Caco-2_colon_adenocarcinoma	CLO_0002172	CL_0011108	UBERON_0001155	BTO_0000195	CL
Caco-2_colon_adenocarcinoma_DIFF	CLO_0002172	CL_0011108	UBERON_0001155	BTO_0000195	CL
Caco-2_colon_adenocarcinoma_PROLIF	CLO_0002172	CL_0011108	UBERON_0001155	BTO_0000195	CL
CAD	-	-	-	-	-
Caki2	CLO_0002177	CL_1000497	UBERON_0002113	BTO_0006204	CL
CAL-1	-	-	-	-	CL
CAL-1_plasmacytoid_dendritic_neoplasm	-	CL_0000784	UBERON_0002405	-	CL
Cal27	CLO_0002178	CL_0000076	UBERON_0001723	BTO_0000921	CL
CAL51	CLO_0002185	CL_0002327	UBERON_0000310	BTO_0000945	CL
CAL51-MCF-7	-	CL_0002327	UBERON_0000310	-	CL
Calu-1	CLO_0002191	CL_0000076	UBERON_0002048	BTO_0002940	CL
Calu-3	CLO_0002192	CL_0000082	UBERON_0002048	BTO_0002750	CL
Calu-3_lung_adenocarcinoma	CLO_0002192	CL_0000082	UBERON_0002048	BTO_0002750	CL
Calu-6	CLO_0002193	CL_0000082	UBERON_0002048	BTO_0002235	CL
CAMA1 ER+/FGFR1-amplified	CLO_0002194	CL_0002327	UBERON_0000310	BTO_0005022	CL
CAOV4	CLO_0002196	CL_2000064	UBERON_0000992	-	CL
CAOV4cis	CLO_0002196	CL_2000064	UBERON_0000992	-	CL
CAPAN1	CLO_0002197	CL_0002079	UBERON_0000017	BTO_0002744	CL
Capan1-untreated	CLO_0002197	CL_0002079	UBERON_0000017	BTO_0002744	CL
CAPAN2	CLO_0002198	CL_0002079	UBERON_0000017	BTO_0002745	CL
Capillary_1_A	-	CL_0002144	UBERON_0001915	BTO_0004956	CT
Capillary_1_B	-	CL_0002144	UBERON_0001915	BTO_0004956	CT
